Pháp lý,Hướng,Chính chủ,Đường trước nhà,Giá,url,Địa chỉ tài sản,Mã tin,Số phòng ngủ,Loại BDS,Chiều dài,Diện tích,Sân thượng,Thuộc dự án,Phòng ăn,Loại tin,Chổ để xe hơi,Chiều ngang,Nhà bếp,Số lầu
Sổ hồng/ Sổ đỏ,Đông Nam,---,5m,"1,45 tỷ",https://alonhadat.com.vn/vuon-nghia-thuong-1000m2-31x34--17046283.html,"Xã Nghĩa Thương, Huyện Tư Nghĩa, Quảng Ngãi",17046283.0,---,"Đất thổ cư, đất ở",34m,1.000 m2,---,,---,Cần bán,---,31m,---,---
---,_,---,20m,"18,5 tỷ",https://alonhadat.com.vn/-sieu-pham-mat-pho-phuong-mai-lo-goc-3-thoang-thang-may-kinh-doanh-dinh--17386200.html,"Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",17386200.0,4,Nhà mặt tiền,---,30 m2,---,,---,Cần bán,---,---,---,6
---,_,---,10m,42 tỷ,https://alonhadat.com.vn/manh-dat-vang-con-sot-lai-o-khu-vuc-tt-ha-noi-vi-tri-cho-toa-building-tuyet-dep--17382017.html,"Đường Trường Chinh, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",17382017.0,6,Nhà mặt tiền,---,120 m2,---,,---,Cần bán,---,---,---,3
---,_,---,10m,"3,5 tỷ",https://alonhadat.com.vn/ban-nha-dat-yen-the-bac-giang-ngay-canh-bo-song-thuong-tho-mong--17375556.html,"Đường Tỉnh lộ 242, Xã Đông Sơn, Huyện Yên Thế, Bắc Giang",17375556.0,4,Nhà mặt tiền,---,4.700 m2,---,,---,Cần bán,---,---,---,3
Sổ hồng/ Sổ đỏ,_,---,6m,"5,4 tỷ",https://alonhadat.com.vn/-dat-khu-phan-lo-tang-nhon-phu-dinh-phong-phu-tnp-b-thu-duc-dien-tich-80-5-4-17257578.html,"Đường Dương Đình Hội, Phường Tăng Nhơn Phú B, Thành phố Thủ Đức, Hồ Chí Minh",17257578.0,---,"Đất thổ cư, đất ở",12m,80 m2,---,,---,Cần bán,---,"5,4m",---,---
Sổ hồng/ Sổ đỏ,_,---,6m,"7,5 tỷ",https://alonhadat.com.vn/-nha-c4-cu-gan-mat-tien-duong-dinh-hoi-tnp-b-quan-9-cu-hem-nhua-6m-xe-hoi-tranh-o-17232979.html,"Đường Dương Đình Hội, Phường Tăng Nhơn Phú B, Thành phố Thủ Đức, Hồ Chí Minh",17232979.0,3,Nhà trong hẻm,17m,100 m2,,,,Cần bán,,5m,,1
Sổ hồng/ Sổ đỏ,_,---,10m,"8,2 tỷ",https://alonhadat.com.vn/-can-ban-nha-dat-vi-tri-so-11-duong-mat-tien-140m2-duong-ngo-quyen-p-06-da-lat-17377043.html,"Đường Ngô Quyền, Phường 6, Thành phố Đà Lạt, Lâm Đồng",17377043.0,---,"Đất thổ cư, đất ở",28m,140 m2,---,,---,Cần bán,---,5m,---,---
Sổ hồng/ Sổ đỏ,_,---,4m,"7,8 tỷ",https://alonhadat.com.vn/nhinh-7-ty-co-nha-tt-viet-hung-ga-ra-o-to-thang-may-xin-6-tang-full-noi-that-dep-17413133.html,"Đường Hoa Lâm, Phường Việt Hưng, Quận Long Biên, Hà Nội",17413133.0,4,Nhà trong hẻm,---,34 m2,,,,Cần bán,,"3,8m",,6
Sổ hồng/ Sổ đỏ,_,---,3m,"8,9 tỷ",https://alonhadat.com.vn/-ban-nha-pho-khuong-dinh-quan-thanh-xuan-48m2-gia-8-35-ty-16748128.html,"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",16748128.0,5,Nhà trong hẻm,---,48 m2,---,,---,Cần bán,---,---,---,4
Sổ hồng/ Sổ đỏ,_,---,"2,5m","8,6 tỷ",https://alonhadat.com.vn/ban-nha-dong-tien-chung-cu-mini-can-ho-dich-vu-pho-kim-giang-hoang-mai-16190575.html,"Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",16190575.0,4,Nhà trong hẻm,---,40 m2,---,,---,Cần bán,---,---,---,5
---,_,---,8m,"1,2 tỷ",https://alonhadat.com.vn/ban-dat-mega-city-nhon-trach-1-3-ty-16931263.html,"Đường Nguyễn Ái Quốc, Xã Phú Hội, Huyện Nhơn Trạch, Đồng Nai",16931263.0,---,"Đất thổ cư, đất ở",20m,100 m2,---,Khu đô thị mới Phú Hội (Mega City 2) (xem chi tiết dự án),---,Cần bán,---,5m,---,---
Sổ hồng/ Sổ đỏ,_,---,40m,14 tỷ,https://alonhadat.com.vn/ban-gap-nha-mat-duong-quang-trung-ha-dong-kinh-doanh-dong-tien-55m2-gia-chi-nhinh-14-ty-17413077.html,"Đường Quang Trung, Phường Phú La, Quận Hà Đông, Hà Nội",17413077.0,6,Nhà mặt tiền,---,55 m2,---,,---,Cần bán,,---,---,5
Sổ hồng/ Sổ đỏ,Tây Nam,---,10m,"16,3 tỷ",https://alonhadat.com.vn/ban-dat-biet-thu-an-son-315m2-view-sieu-dep-16-3-ty-tlcc-ngang-12m-dai-27m-17410615.html,"Đường An Sơn, Phường 4, Thành phố Đà Lạt, Lâm Đồng",17410615.0,---,"Đất thổ cư, đất ở",27m,315 m2,---,Khu dân cư KQH An Sơn (xem chi tiết dự án),---,Cần bán,---,12m,---,---
Sổ hồng/ Sổ đỏ,Tây Nam,---,6m,"10,5 tỷ",https://alonhadat.com.vn/villa-213-6m2-8pn-10-5-ty-da-hoan-cong-trinh-hoai-duc-da-lat-17406522.html,"Đường Trịnh Hoài Đức, Phường 11, Thành phố Đà Lạt, Lâm Đồng",17406522.0,8,"Biệt thự, nhà liền kề","21,5m",214 m2,,,,Cần bán,,10m,,3
Sổ hồng/ Sổ đỏ,_,---,20m,"19,9 tỷ",https://alonhadat.com.vn/mat-tien-hiem-nguyen-trai-q5-kinh-do-thoi-trang-35m2-5-tang-chi-hon-19-ty-17409450.html,"Đường Nguyễn Trãi, Phường 2, Quận 5, Hồ Chí Minh",17409450.0,5,Nhà mặt tiền,10m,35 m2,,,,Cần bán,,"3,5m",,5
Sổ hồng/ Sổ đỏ,_,---,8m,"13,8 tỷ",https://alonhadat.com.vn/chdv-phan-huy-ich-105m2-4-5x22m-7-tang-19-phong-doanh-thu-100tr-th-16857069.html,"Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Hồ Chí Minh",16857069.0,19,Nhà trong hẻm,22m,105 m2,,,,Cần bán,,"4,5m",,7
Sổ hồng/ Sổ đỏ,_,---,7m,"21,5 tỷ",https://alonhadat.com.vn/toa-van-phong-huynh-van-banh-103m2-7x15m-5-tang-cho-thue-khoan-75tr-thang-16627390.html,"Đường Huỳnh Văn Bánh, Phường 13, Quận Phú Nhuận, Hồ Chí Minh",16627390.0,7,Văn phòng,15m,103 m2,,,,Cần bán,,7m,,5
Sổ hồng/ Sổ đỏ,_,---,16m,"29,8 tỷ",https://alonhadat.com.vn/gia-cuc-tot-goc-2-mat-tien-biet-thu-trung-son-10x20m-4-tang-chi-hon-29-ty-15494756.html,"Đường số 15, Xã Bình Hưng, Huyện Bình Chánh, Hồ Chí Minh",15494756.0,6,"Biệt thự, nhà liền kề",20m,200 m2,,,,Cần bán,,10m,,4
Sổ hồng/ Sổ đỏ,_,---,16m,"26,9 tỷ",https://alonhadat.com.vn/mat-tien-truong-sa-ngang-17m-4-tang-goc-2-mat-tien-29-ty-tl-16660017.html,"Đường Trường Sa, Phường 13, Quận Phú Nhuận, Hồ Chí Minh",16660017.0,6,Nhà mặt tiền,5m,83 m2,,,,Cần bán,,17m,,4
Sổ hồng/ Sổ đỏ,_,---,7m,"44,5 tỷ",https://alonhadat.com.vn/chdv-7-tang-dong-tien-cao-cap-200tr-thang-265m2-11x24m-ngay-dh-van-lang-16761783.html,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Hồ Chí Minh",16761783.0,24,Nhà trong hẻm,24m,265 m2,---,,---,Cần bán,---,11m,---,7
Sổ hồng/ Sổ đỏ,_,---,6m,"30,9 tỷ",https://alonhadat.com.vn/sat-q1-chdv-p17-binh-thanh-165m2-6x28m-4-tang-dong-tien-100tr-thang-16747181.html,"Đường Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh, Hồ Chí Minh",16747181.0,15,Nhà trong hẻm,28m,165 m2,,,,Cần bán,,6m,,4
Sổ hồng/ Sổ đỏ,_,---,12m,43 tỷ,https://alonhadat.com.vn/sieu-pham-mat-tien-vuon-lai-350m2-12x29m-tien-xay-chdv-vp-chi-120tr-m2-duong-12m-17083377.html,"Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh",17083377.0,1,Nhà mặt tiền,29m,350 m2,---,,---,Cần bán,---,12m,---,1
Sổ hồng/ Sổ đỏ,_,---,20m,"27,9 tỷ",https://alonhadat.com.vn/giam-10-ty-mat-tien-tran-binh-trong-q5-4x23m-4-tang-thue-50tr-thang-16653382.html,"Đường Trần Bình Trọng, Phường 1, Quận 5, Hồ Chí Minh",16653382.0,7,Nhà mặt tiền,23m,92 m2,,,,Cần bán,,4m,,4
Sổ hồng/ Sổ đỏ,_,---,12m,"21,5 tỷ",https://alonhadat.com.vn/chdv-duong-12m-tan-ky-tan-quy-215m2-9x24m-4-tang-30-phong-chi-hon-21-ty-16471196.html,"Đường Tân Kỳ Tân Quý, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",16471196.0,30,Nhà mặt tiền,24m,215 m2,,,,Cần bán,,9m,,4
---,_,---,7m,"1,63 tỷ",https://alonhadat.com.vn/ban-dat-thien-huong-gan-kcn-va-cho-trinh-xa-vi-tri-cuc-ky-dep-o-to-quay-dau-65m-gia-1-3-ty-15233084.html,"Thôn 3, Phường Thiên Hương, Thành phố Thủy Nguyên, Hải Phòng",15233084.0,---,"Đất nền, liền kề, đất dự án",---,65 m2,---,,---,Cần bán,---,---,---,---
Sổ hồng/ Sổ đỏ,_,---,12m,65 tỷ,https://alonhadat.com.vn/nha-nat-mat-tien-duong-tan-cang-7-x-27-duong-12m-phu-hop-xay-building-chdv-p25-bin-17413012.html,"Đường Tân Cảng, Phường 25, Quận Bình Thạnh, Hồ Chí Minh",17413012.0,3,Nhà mặt tiền,27m,180 m2,---,,---,Cần bán,,7m,---,1
Sổ hồng/ Sổ đỏ,_,---,3m,"11,2 tỷ",https://alonhadat.com.vn/ban-nha-chinh-chu-nguyen-viet-xuan-ha-dong-35m-11-2-ty-2-thoang-vinh-vien-17392766.html,"Đường Nguyễn Viết Xuân, Phường Quang Trung, Quận Hà Đông, Hà Nội",17392766.0,4,Nhà trong hẻm,---,35 m2,,,,Cần bán,,"3,5m",,5
---,_,---,3m,9 tỷ,https://alonhadat.com.vn/ban-nha-4-tang-pho-van-cao-ba-dinh-45m-4-tang-mt6m-9-ty-17412984.html,"Phố Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội",17412984.0,3,Nhà trong hẻm,---,45 m2,---,,---,Cần bán,---,---,---,4
---,_,---,7m,28 tỷ,https://alonhadat.com.vn/ban-chia-lo-dau-ngo-31-tran-quoc-hoan-81m-5-tang-via-he-o-to-do-17406759.html,"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",17406759.0,6,Nhà mặt tiền,---,81 m2,---,,---,Cần bán,---,---,---,5
---,_,---,10m,"8,5 tỷ",https://alonhadat.com.vn/-ban-nha-3-tang-mt-duong-tran-thu-do-sat-cv-thanh-nien-dt-100m2-gia-7-6-ty-tl--14671994.html,"Đường Trần Thủ Độ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",14671994.0,3,Nhà mặt tiền,20m,100 m2,---,,---,Cần bán,---,5m,---,3
Sổ hồng/ Sổ đỏ,_,---,10m,"7,5 tỷ",https://alonhadat.com.vn/can-ban-gap-nha-mtkd-10m-ngay-trung-tam-cho-vai-phu-tho-hoa-5x16m-2-tang-gia-7-9-ty-17308500.html,"Đường Lũy Bán Bích, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh",17308500.0,3,Nhà trong hẻm,15m,75 m2,---,,---,Cần bán,---,5m,---,1
Sổ hồng/ Sổ đỏ,_,---,6m,8 tỷ,https://alonhadat.com.vn/quan-7-nha-pho-hien-dai-60m2-3-tang-san-thuong-4pn-shr-17412936.html,"Đường Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, Hồ Chí Minh",17412936.0,4,Nhà mặt tiền,12m,60 m2,,,,Cần bán,,5m,,4
Sổ hồng/ Sổ đỏ,_,---,10m,"2,95 tỷ",https://alonhadat.com.vn/can-ban-gap-53m2-4mx13-3m-sat-truong-hoc-dan-cu-dong-full-tho-cu-duong-nhua-lon-17289516.html,"Đường Ngô Chí Quốc, Phường Bình Chiểu, Thành phố Thủ Đức, Hồ Chí Minh",17289516.0,---,"Đất thổ cư, đất ở","13,3m",53 m2,---,,---,Cần bán,,4m,---,---
Sổ hồng/ Sổ đỏ,_,---,10m,"5,29 tỷ",https://alonhadat.com.vn/can-ban-can-nha-124m-6-2x20m-dang-cho-thue-10tr-thang-sau-lung-cho-dau-moi-t-duc-16708690.html,"Đường Ngô Chí Quốc, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",16708690.0,2,Nhà mặt tiền,20m,124 m2,---,,,Cần bán,,"6,2m",,---
Sổ hồng/ Sổ đỏ,_,---,32m,25 tỷ,https://alonhadat.com.vn/can-ban-944m-mat-tien-bo-bao-song-sai-gon-vi-tri-dac-dia-duong-32m-tho-cu-17408956.html,"Đường Bờ Bao Sông Sài Gòn, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",17408956.0,---,"Đất thổ cư, đất ở",27m,944 m2,---,,---,Cần bán,,39m,---,---
Sổ hồng/ Sổ đỏ,_,---,10m,"2,75 tỷ",https://alonhadat.com.vn/can-ban-lo-dat-73-5m2-5-3-x14m-ngay-cong-chao-binh-duong-dan-cu-dong-duong-nhua-16812881.html,"Đường Quốc Lộ 13, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",16812881.0,---,"Đất thổ cư, đất ở","15,5m",76 m2,---,,---,Cần bán,---,5m,---,---
Sổ hồng/ Sổ đỏ,_,---,"2,5m","13,8 tỷ",https://alonhadat.com.vn/toa-ccmn-xuan-thuy-doi-dien-dh-su-pham-62m-x-7t-16-phong-kk-dong-tien-70-trieu-th-17399538.html,"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",17399538.0,16,"Phòng trọ, nhà trọ",---,62 m2,---,,---,Cần bán,---,"5,2m",---,7
Sổ hồng/ Sổ đỏ,_,---,2m,"15,5 tỷ",https://alonhadat.com.vn/toa-ccmn-dinh-thon-65m2-x-9t-10m-ra-o-to-20-phong-kk-full-nt-dong-tien-100-trieu-th-17333616.html,"Đường Đình Thôn, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",17333616.0,20,"Phòng trọ, nhà trọ",---,65 m2,---,,---,Cần bán,---,---,---,9
---,_,---,4m,"5,7 tỷ",https://alonhadat.com.vn/-sieu-pham-dai-cat-bac-tu-liem-5-tang-thang-may-gia-chi-5-7-ty-16467235.html,"Đường Đại Cát, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",16467235.0,4,Nhà trong hẻm,---,33 m2,---,,---,Cần bán,---,---,---,5
Sổ hồng/ Sổ đỏ,_,---,12m,"18,5 tỷ",https://alonhadat.com.vn/can-ban-gap-shophouse-lien-ke-mo-lao-ha-dong-5-tang-thang-may-via-he-rong-16146875.html,"Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội",16146875.0,4,Nhà mặt tiền,---,55 m2,---,,---,Cần bán,---,---,---,5
Sổ hồng/ Sổ đỏ,_,---,24m,"4,86 tỷ",https://alonhadat.com.vn/ban-dat-mat-tien-kinh-doanh-hoa-lu-lo-gioi-24m-105m-gia-cuc-mem-4ty-xyz-duy-nhat-1-lo-17327104.html,"Đường Hoa Lư, Phường Nhơn Bình, Thành phố Quy Nhơn, Bình Định",17327104.0,---,"Đất thổ cư, đất ở",21m,105 m2,---,,---,Cần bán,---,5m,---,---
Sổ hồng/ Sổ đỏ,_,---,10m,"4,79 tỷ",https://alonhadat.com.vn/ban-nha-mat-tien-gan-ho-sinh-thai-phu-tai-resident-phuong-quy-nhon-chi-4ty-xyz-54m-ng4m-17202300.html,"Phường Ghềnh Ráng, Thành phố Quy Nhơn, Bình Định",17202300.0,4,Nhà mặt tiền,16m,73 m2,---,,---,Cần bán,---,"4,5m",---,3
Sổ hồng/ Sổ đỏ,_,---,2m,"12,85 tỷ",https://alonhadat.com.vn/9t-thang-may-ban-toa-ccmn-tong-cuc-5-tan-trieu-16pkk-vi-tri-qua-dep-12-85-ty-17408324.html,"Đường Tân Triều, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",17408324.0,16,"Phòng trọ, nhà trọ",10m,50 m2,,,,Cần bán,---,5m,,9
Sổ hồng/ Sổ đỏ,Tây,---,6m,"4,7 tỷ",https://alonhadat.com.vn/ms-linh-sieu-pham-lo-dat-mat-duong-truc-chinh-cai-tat-an-dong-tuyen-2-duong-mang-gia-re-17408885.html,"Đường Cái Tắt, Phường An Đồng, Quận An Dương, Hải Phòng",17408885.0,---,"Đất thổ cư, đất ở",---,100 m2,---,,---,Cần bán,---,5m,---,---
Sổ hồng/ Sổ đỏ,Tây,---,10m,"4,7 tỷ",https://alonhadat.com.vn/ms-linh-sieu-dep-lo-dat-truc-chinh-van-cu-an-dong-an-duong-tuyen-2-duong-mang-nuoc-17408683.html,"Đường Vĩnh Khê, Phường An Đồng, Quận An Dương, Hải Phòng",17408683.0,---,"Đất thổ cư, đất ở",---,150 m2,---,,---,Cần bán,---,5m,---,---
Sổ hồng/ Sổ đỏ,Đông Bắc,---,6m,"2,52 tỷ",https://alonhadat.com.vn/ms-linh-sieu-dep-lo-dat-112m2-khu-dau-gia-kien-phong-dong-thai-2-o-to-tranh-nhau-16619030.html,"Đường Bạch Mai, Phường Đồng Thái, Quận An Dương, Hải Phòng",16619030.0,---,"Đất thổ cư, đất ở",---,112 m2,---,,---,Cần bán,---,"4,5m",---,---
Sổ hồng/ Sổ đỏ,_,---,"3,5m","7,4 tỷ",https://alonhadat.com.vn/thach-cau-tu-dinh-gan-40m-4tang-7-cho-vao-ngay-cv-cau-tran-hung-dao-chi-7ty--17364604.html,"Đường Thạch Cầu, Phường Long Biên, Quận Long Biên, Hà Nội",17364604.0,3,Nhà trong hẻm,---,38 m2,---,,---,Cần bán,---,"4,2m",---,4
Sổ hồng/ Sổ đỏ,_,---,6m,"10,8 tỷ",https://alonhadat.com.vn/pham-van-bach-p15-tan-binh-dt-6-20-hxh-day-tro-co-thu-nhap-tien-xay-chdv-nhinh-10-ty-17404949.html,"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Hồ Chí Minh",17404949.0,6,Nhà trong hẻm,20m,120 m2,,,,Cần bán,,6m,,1
Sổ hồng/ Sổ đỏ,_,---,6m,"6,45 tỷ",https://alonhadat.com.vn/phan-huy-ich-go-vap-dt-70m-2-tang-xe-hoi-dau-nha-gan-san-bay-nha-ga-t3-nhinh-6-ty-17412223.html,"Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Hồ Chí Minh",17412223.0,3,Nhà trong hẻm,20m,70 m2,,,,Cần bán,,"3,5m",,2
---,_,---,7m,"27,9 tỷ",https://alonhadat.com.vn/biet-thu-cap-4-khu-48-ho-bieu-chanh-9-9x18-gia-27-9-ty-tl-17411237.html,"Đường Hồ Biểu Chánh, Phường 11, Quận Phú Nhuận, Hồ Chí Minh",17411237.0,2,"Biệt thự, nhà liền kề",---,150 m2,---,,---,Cần bán,---,---,---,2
---,_,---,20m,56 tỷ,https://alonhadat.com.vn/biet-thu-mat-tien-nguyen-quy-canh-an-phu-10x17-gia-56-ty-17411287.html,"Đường Nguyễn Quý Cảnh, Phường An Phú, Thành phố Thủ Đức, Hồ Chí Minh",17411287.0,5,Nhà mặt tiền,---,170 m2,---,,---,Cần bán,---,---,---,3
Sổ hồng/ Sổ đỏ,_,---,8m,54 tỷ,https://alonhadat.com.vn/dat-biet-thu-duong-tran-nao-11-2x29-cn-320m2-gia-54-ty-17411156.html,"Đường Trần Não, Phường Bình An, Thành phố Thủ Đức, Hồ Chí Minh",17411156.0,---,"Đất thổ cư, đất ở",---,320 m2,---,,---,Cần bán,---,---,---,---
Sổ hồng/ Sổ đỏ,_,---,20m,265 tỷ,https://alonhadat.com.vn/biet-thu-ven-song-sai-gon-trung-tam-tai-chinh-moi-thu-thiem-gia-265-ty-17411194.html,"Đường Lương Định Của, Phường Bình An, Thành phố Thủ Đức, Hồ Chí Minh",17411194.0,5,"Biệt thự, nhà liền kề",---,591 m2,---,,---,Cần bán,---,---,---,2
---,_,---,15m,"14,5 tỷ",https://alonhadat.com.vn/mat-tien-nguyen-trong-tuyen-phu-nhuan-4-8x18-gia-14-5-ty-tl-17411411.html,"Đường Nguyễn Trọng Tuyển, Phường 15, Quận Phú Nhuận, Hồ Chí Minh",17411411.0,2,Nhà mặt tiền,---,72 m2,---,,---,Cần bán,---,---,---,2
---,_,---,6m,"26,8 tỷ",https://alonhadat.com.vn/nha-cap-4-duong-thich-quang-duc-dt-8x27-5-gia-26-8-ty-17411456.html,"Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Hồ Chí Minh",17411456.0,1,"Biệt thự, nhà liền kề",---,216 m2,---,,---,Cần bán,---,---,---,1
Sổ hồng/ Sổ đỏ,_,---,10m,87 tỷ,https://alonhadat.com.vn/biet-thu-trung-tam-phuong-phu-nhuan-dt-22x16-cn-336m2-gia-87-ty-17411373.html,"Đường Hồ Văn Huê, Phường 11, Quận Phú Nhuận, Hồ Chí Minh",17411373.0,5,Nhà mặt tiền,---,336 m2,---,,---,Cần bán,---,---,---,4
Sổ hồng/ Sổ đỏ,_,---,40m,"64,9 tỷ",https://alonhadat.com.vn/sieu-vi-tri-goc-3mt-duong-40m-duong-quang-ham-go-vap-17x23m-hdt-110tr-thang-64-ty-17410911.html,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Hồ Chí Minh",17410911.0,2,Nhà mặt tiền,23m,391 m2,---,,---,Cần bán,---,17m,---,1
Sổ hồng/ Sổ đỏ,_,---,12m,209 tỷ,https://alonhadat.com.vn/toa-nha-van-phong-ham-10-tang-ngang-15m-mat-tien-q-1-15x35m-nh-21m-hdt-1-ty-chi-219-ty-16951681.html,"Đường Phan Tôn, Phường Đa Kao, Quận 1, Hồ Chí Minh",16951681.0,10,Nhà mặt tiền,39m,666 m2,---,,---,Cần bán,---,15m,---,11
Sổ hồng/ Sổ đỏ,_,---,5m,21 tỷ,https://alonhadat.com.vn/trung-tam-ngoc-thuy-160m2-3t-mat-ngo-o-to-tranh-chi-19ty9-16202910.html,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",16202910.0,4,Nhà trong hẻm,---,160 m2,---,,---,Cần bán,---,---,---,3
---,_,---,4m,"2,65 tỷ",https://alonhadat.com.vn/ban-nha-hem-kc-huynh-tan-phat-p-tan-thuan-tay-quan-7-30m2-17350852.html,"Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",17350852.0,2,Nhà trong hẻm,12m,30 m2,---,,---,Cần bán,---,"2,6m",---,2
---,_,---,5m,11 tỷ,https://alonhadat.com.vn/ban-dat-khu-lac-long-quan-vung-tau-17409841.html,"Đường Lạc Long Quân, Phường 2, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",17409841.0,3,Nhà trong hẻm,32m,153 m2,---,,,Cần bán,,"5,2m",,---
Sổ hồng/ Sổ đỏ,_,---,30m,70 tỷ,https://alonhadat.com.vn/ban-nha-mat-tien-ho-van-hue-co-gpxd-2-ham-10-tang-9-4x23m-no-hau-21m-gia-70-ty-tl-17403614.html,"Đường Hồ Văn Huê, Phường 9, Quận Phú Nhuận, Hồ Chí Minh",17403614.0,1,Nhà mặt tiền,23m,270 m2,---,,---,Cần bán,---,"9,4m",---,1
Sổ hồng/ Sổ đỏ,_,---,30m,62 tỷ,https://alonhadat.com.vn/hot-ban-nha-mat-tien-nguyen-kiem-10x38m-nh16-5m-4-tang-hdt-200tr-th-gia-62-ty-tl-17403540.html,"Đường Nguyễn Kiệm, Phường 4, Quận Phú Nhuận, Hồ Chí Minh",17403540.0,4,Nhà mặt tiền,38m,420 m2,---,,---,Cần bán,---,10m,---,4
Sổ hồng/ Sổ đỏ,_,---,4m,"1,46 tỷ",https://alonhadat.com.vn/ban-lo-dat-tuyen-2-truc-thon-luong-quy-gia-chi-1-4x-ty-17409132.html,"Đường Tràng Duệ, Phường Lê Lợi, Quận An Dương, Hải Phòng",17409132.0,---,"Đất thổ cư, đất ở",---,60 m2,---,,---,Cần bán,---,4m,---,---
Sổ hồng/ Sổ đỏ,_,---,6m,"4,8 tỷ",https://alonhadat.com.vn/-sieu-pham-cai-tat-tuyen-2-duong-mang-nuoc-an-dong-an-duong-gia-chi-hon-4-ty-17410823.html,"Đường Cái Tắt, Phường An Đồng, Quận An Dương, Hải Phòng",17410823.0,---,"Đất thổ cư, đất ở",---,100 m2,---,,---,Cần bán,---,5m,---,---
Sổ hồng/ Sổ đỏ,_,---,11m,"3,5 tỷ",https://alonhadat.com.vn/ban-dat-to-6-trung-tam-thi-tran-an-duong-84m-gia-chi-tu-3-5-ty-17411537.html,"Đường 208, Phường Lê Lợi, Quận An Dương, Hải Phòng",17411537.0,---,"Đất thổ cư, đất ở",---,84 m2,---,,---,Cần bán,---,6m,---,---
Sổ hồng/ Sổ đỏ,Đông Bắc,---,3m,"7,28 tỷ",https://alonhadat.com.vn/sieu-pham-ngu-hiep-thanh-tri-dt50m2-5-tang-mt-rong-4-67m-thiet-ke-oto-7-cho-do-trong-nha--15623578.html,"68/68 Phố Tương Chúc, Xã Ngũ Hiệp, Huyện Thanh Trì, Hà Nội",15623578.0,4,Nhà mặt tiền,12m,55 m2,,,,Cần bán,,"4,67m",,5
Sổ hồng/ Sổ đỏ,_,---,12m,"14,3 tỷ",https://alonhadat.com.vn/ban-nha-khu-do-thi-hoang-huy-riverside-hong-bang-17405121.html,"Đường Hùng Vương, Phường Thượng Lý, Quận Hồng Bàng, Hải Phòng",17405121.0,4,"Biệt thự, nhà liền kề",---,89 m2,---,Khu đô thị mới Hoàng Huy Riverside (Hoàng Huy Sông Cấm) (xem chi tiết dự án),---,Cần bán,---,---,---,5
Sổ hồng/ Sổ đỏ,_,---,2m,"2,78 tỷ",https://alonhadat.com.vn/ban-nha-3-tang-62m-moi-tai-so-dau-hong-bang-canh-vinhomes--17406193.html,"Đường Kiến Thiết, Phường Sở Dầu, Quận Hồng Bàng, Hải Phòng",17406193.0,3,Nhà trong hẻm,---,62 m2,---,,---,Cần bán,---,---,---,3
Sổ hồng/ Sổ đỏ,_,---,4m,"2,75 tỷ",https://alonhadat.com.vn/ban-nha-2-tang-moi-trai-chuoi-hong-bang-o-to-chi-2-75ty--17014760.html,"Đường Dốc Tít, Phường Thượng Lý, Quận Hồng Bàng, Hải Phòng",17014760.0,2,Nhà mặt tiền,---,35 m2,---,,---,Cần bán,---,---,---,2
Sổ hồng/ Sổ đỏ,Tây Bắc,---,24m,18 tỷ,https://alonhadat.com.vn/ban-nha-mat-tien-duong-30-4-dt-lon-528m2-thich-hop-kinh-doanh-cho-thue-gia-18-ty-16833781.html,"Đường 30/4, Phường Rạch Dừa, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",16833781.0,7,Nhà mặt tiền,87m,528 m2,---,,---,Cần bán,---,6m,---,2
